primaryTitle,titleType,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
28 Days Later...,movie,2002,NA,113,"Drama,Horror,Sci-Fi",7.6,370481
Unforgiven,movie,1992,NA,130,"Drama,Western",8.2,368868
The Cabin in the Woods,movie,2011,NA,95,Horror,7,368324
The Wizard of Oz,movie,1939,NA,102,"Adventure,Family,Fantasy",8,367001
Bruce Almighty,movie,2003,NA,101,"Comedy,Fantasy",6.8,366518
Aladdin,movie,1992,NA,90,"Adventure,Animation,Comedy",8,365809
Predator,movie,1987,NA,107,"Action,Adventure,Sci-Fi",7.8,365704
Brave,movie,2012,NA,93,"Adventure,Animation,Comedy",7.1,365573
In Time,movie,2011,NA,109,"Action,Sci-Fi,Thriller",6.7,364760
Despicable Me 2,movie,2013,NA,98,"Adventure,Animation,Comedy",7.3,364193
E.T. the Extra-Terrestrial,movie,1982,NA,115,"Family,Sci-Fi",7.8,364152
Fast & Furious 6,movie,2013,NA,130,"Action,Adventure,Thriller",7.1,364068
The Devil Wears Prada,movie,2006,NA,109,"Comedy,Drama",6.9,363830
Sicario,movie,2015,NA,121,"Action,Crime,Drama",7.6,362613
Amadeus,movie,1984,NA,160,"Biography,Drama,History",8.3,362463
The Thing,movie,1982,NA,109,"Horror,Mystery,Sci-Fi",8.1,361829
Monty Python's Life of Brian,movie,1979,NA,94,Comedy,8.1,360681
Room,movie,2015,NA,118,"Drama,Thriller",8.1,359997
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",movie,2005,NA,143,"Adventure,Family,Fantasy",6.9,359893
Cars,movie,2006,NA,117,"Animation,Comedy,Family",7.1,359480
The Shape of Water,movie,2017,NA,123,"Adventure,Drama,Fantasy",7.3,359415
Madagascar,movie,2005,NA,86,"Adventure,Animation,Comedy",6.9,359113
Black Hawk Down,movie,2001,NA,144,"Drama,History,War",7.7,359071
Die Hard with a Vengeance,movie,1995,NA,128,"Action,Adventure,Thriller",7.6,358185
The Simpsons,tvSeries,1989,NA,22,"Animation,Comedy",8.7,357195
Stand by Me,movie,1986,NA,89,"Adventure,Drama",8.1,357114
Moneyball,movie,2011,NA,133,"Biography,Drama,Sport",7.6,356438
Coco,movie,2017,NA,105,"Adventure,Animation,Family",8.4,356324
Wanted,movie,2008,NA,110,"Action,Crime,Thriller",6.7,355867
Ready Player One,movie,2018,NA,140,"Action,Adventure,Sci-Fi",7.5,355863
Suits,tvSeries,2011,2019,44,"Comedy,Drama",8.5,354538
Furious 7,movie,2015,NA,137,"Action,Adventure,Thriller",7.1,354484
Daredevil,tvSeries,2015,2018,54,"Action,Crime,Drama",8.6,354364
Collateral,movie,2004,NA,120,"Crime,Drama,Thriller",7.5,354017
Ocean's Twelve,movie,2004,NA,125,"Crime,Thriller",6.5,352811
The Machinist,movie,2004,NA,101,"Drama,Thriller",7.7,352295
Aquaman,movie,2018,NA,143,"Action,Adventure,Fantasy",6.9,351941
The Godfather: Part III,movie,1990,NA,162,"Crime,Drama",7.6,351707
Easy A,movie,2010,NA,92,"Comedy,Drama,Romance",7,351540
The Illusionist,movie,2006,NA,110,"Drama,Fantasy,History",7.6,351315
Star Wars: Episode IX - The Rise of Skywalker,movie,2019,NA,141,"Action,Adventure,Fantasy",6.6,351306
The Lives of Others,movie,2006,NA,137,"Drama,Mystery,Thriller",8.4,351128
The Big Short,movie,2015,NA,130,"Biography,Comedy,Drama",7.8,350904
The Breakfast Club,movie,1985,NA,97,"Comedy,Drama",7.8,350634
Venom,movie,2018,NA,112,"Action,Adventure,Sci-Fi",6.7,348363
Ghostbusters,movie,1984,NA,105,"Action,Comedy,Fantasy",7.8,348344
Dumb and Dumber,movie,1994,NA,107,Comedy,7.3,348287
2012,movie,2009,NA,158,"Action,Adventure,Sci-Fi",5.8,348197
Fast Five,movie,2011,NA,130,"Action,Adventure,Crime",7.3,348091
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,movie,2006,NA,84,Comedy,7.3,347906
Green Book,movie,2018,NA,130,"Biography,Comedy,Drama",8.2,346597
Knocked Up,movie,2007,NA,129,"Comedy,Romance",6.9,346471
The Town,movie,2010,NA,125,"Crime,Drama,Thriller",7.5,346152
Face/Off,movie,1997,NA,138,"Action,Crime,Sci-Fi",7.3,344434
The Fast and the Furious,movie,2001,NA,106,"Action,Crime,Thriller",6.8,342215
Passengers,movie,2016,NA,116,"Drama,Romance,Sci-Fi",7,341951
Modern Family,tvSeries,2009,2020,22,"Comedy,Drama,Romance",8.4,341289
Cloud Atlas,movie,2012,NA,172,"Action,Drama,Mystery",7.4,341024
Spider-Man: Into the Spider-Verse,movie,2018,NA,117,"Action,Adventure,Animation",8.4,340513
22 Jump Street,movie,2014,NA,112,"Action,Comedy,Crime",7,340209
The Mask,movie,1994,NA,101,"Action,Comedy,Crime",6.9,340179
Terminator Salvation,movie,2009,NA,115,"Action,Adventure,Fantasy",6.5,339916
Sweeney Todd: The Demon Barber of Fleet Street,movie,2007,NA,116,"Drama,Horror,Musical",7.3,338497
The Italian Job,movie,2003,NA,111,"Action,Crime,Thriller",7,338302
Men in Black II,movie,2002,NA,88,"Action,Adventure,Comedy",6.2,338125
The Game,movie,1997,NA,129,"Action,Drama,Mystery",7.8,338012
Maleficent,movie,2014,NA,97,"Action,Adventure,Family",7,337843
Mission: Impossible - Rogue Nation,movie,2015,NA,131,"Action,Adventure,Thriller",7.4,335835
Super 8,movie,2011,NA,112,"Action,Adventure,Sci-Fi",7,335133
Friends with Benefits,movie,2011,NA,109,"Comedy,Romance",6.5,335120
The Fighter,movie,2010,NA,116,"Biography,Drama,Sport",7.8,335098
Batman,movie,1989,NA,126,"Action,Adventure",7.5,333411
Princess Mononoke,movie,1997,NA,134,"Adventure,Animation,Fantasy",8.4,333136
Inside Man,movie,2006,NA,129,"Crime,Drama,Mystery",7.6,332605
Signs,movie,2002,NA,106,"Drama,Mystery,Sci-Fi",6.7,332542
Boyhood,movie,2014,NA,165,Drama,7.9,331535
The Others,movie,2001,NA,101,"Horror,Mystery,Thriller",7.6,331423
Die Hard 2,movie,1990,NA,124,"Action,Thriller",7.2,330724
Moon,movie,2009,NA,97,"Drama,Mystery,Sci-Fi",7.9,330664
Yes Man,movie,2008,NA,104,"Comedy,Romance",6.8,330576
Men in Black 3,movie,2012,NA,106,"Action,Adventure,Comedy",6.8,330538
Hotel Rwanda,movie,2004,NA,121,"Biography,Drama,History",8.1,330108
Wedding Crashers,movie,2005,NA,119,"Comedy,Romance",6.9,328639
The Aviator,movie,2004,NA,170,"Biography,Drama",7.5,328011
The Equalizer,movie,2014,NA,132,"Action,Crime,Thriller",7.2,326919
Mean Girls,movie,2004,NA,97,Comedy,7,326380
Downfall,movie,2004,NA,156,"Biography,Drama,History",8.2,325858
Anchorman: The Legend of Ron Burgundy,movie,2004,NA,94,Comedy,7.2,325616
Mission: Impossible III,movie,2006,NA,126,"Action,Adventure,Thriller",6.9,325270
The Devil's Advocate,movie,1997,NA,144,"Drama,Mystery,Thriller",7.5,324823
Man on Fire,movie,2004,NA,146,"Action,Crime,Drama",7.7,324660
Sleepy Hollow,movie,1999,NA,105,"Fantasy,Horror,Mystery",7.3,324244
South Park,tvSeries,1997,NA,22,"Animation,Comedy",8.7,324154
Speed,movie,1994,NA,116,"Action,Adventure,Thriller",7.2,323276
The Expendables,movie,2010,NA,103,"Action,Adventure,Thriller",6.5,321901
Howl's Moving Castle,movie,2004,NA,119,"Adventure,Animation,Family",8.2,321683
50 First Dates,movie,2004,NA,99,"Comedy,Drama,Romance",6.8,321515
A Star Is Born,movie,2018,NA,136,"Drama,Music,Romance",7.7,321502
Flight,movie,2012,NA,138,"Drama,Thriller",7.3,320866
Due Date,movie,2010,NA,95,"Comedy,Drama",6.5,320124
Brokeback Mountain,movie,2005,NA,134,"Drama,Romance",7.7,318036
Ocean's Thirteen,movie,2007,NA,122,"Action,Crime,Thriller",6.9,315972
The Ring,movie,2002,NA,115,"Horror,Mystery",7.1,315944
Raging Bull,movie,1980,NA,129,"Biography,Drama,Sport",8.2,315219
Monsters University,movie,2013,NA,104,"Adventure,Animation,Comedy",7.3,315157
Ferris Bueller's Day Off,movie,1986,NA,103,Comedy,7.8,315132
Up in the Air,movie,2009,NA,109,"Comedy,Drama,Romance",7.4,314891
Mulholland Dr.,movie,2001,NA,147,"Drama,Mystery,Thriller",8,314397
50/50,movie,2011,NA,100,"Comedy,Drama,Romance",7.6,312526
Pineapple Express,movie,2008,NA,111,"Action,Comedy,Crime",6.9,311928
Peaky Blinders,tvSeries,2013,NA,60,"Crime,Drama",8.8,311872
Fargo,tvSeries,2014,NA,53,"Crime,Drama,Thriller",8.9,311194
Jumanji: Welcome to the Jungle,movie,2017,NA,119,"Action,Adventure,Comedy",6.9,310518
Jackie Brown,movie,1997,NA,154,"Crime,Drama,Thriller",7.5,310503
TRON: Legacy,movie,2010,NA,125,"Action,Adventure,Sci-Fi",6.8,309762
Mission: Impossible II,movie,2000,NA,123,"Action,Adventure,Thriller",6.1,309589
Snowpiercer,movie,2013,NA,126,"Action,Drama,Sci-Fi",7.1,309427
Equilibrium,movie,2002,NA,107,"Action,Drama,Sci-Fi",7.4,308689
Fantastic Four,movie,2005,NA,106,"Action,Adventure,Fantasy",5.7,308589
Night at the Museum,movie,2006,NA,108,"Adventure,Comedy,Family",6.4,308146
The Rock,movie,1996,NA,136,"Action,Adventure,Thriller",7.4,307943
Spider-Man: Far from Home,movie,2019,NA,129,"Action,Adventure,Sci-Fi",7.5,307812
The Irishman,movie,2019,NA,209,"Biography,Crime,Drama",7.9,307672
Pearl Harbor,movie,2001,NA,183,"Action,Drama,History",6.2,307640
Better Call Saul,tvSeries,2015,NA,46,"Crime,Drama",8.7,307307
Meet the Parents,movie,2000,NA,108,"Comedy,Romance",7,307188
Being John Malkovich,movie,1999,NA,113,"Comedy,Drama,Fantasy",7.7,306803
Shooter,movie,2007,NA,124,"Action,Drama,Thriller",7.2,306443
True Grit,movie,2010,NA,110,"Drama,Western",7.6,306173
Homeland,tvSeries,2011,2020,55,"Crime,Drama,Mystery",8.3,305649
The Simpsons Movie,movie,2007,NA,87,"Adventure,Animation,Comedy",7.3,305566
The Deer Hunter,movie,1978,NA,183,"Drama,War",8.1,305560
Once Upon a Time in America,movie,1984,NA,229,"Crime,Drama",8.4,303919
Les Misérables,movie,2012,NA,158,"Drama,History,Musical",7.6,303687
Hellboy,movie,2004,NA,122,"Action,Fantasy,Horror",6.8,303252
Jack Reacher,movie,2012,NA,130,"Action,Thriller",7,302919
The Interview,movie,2014,NA,112,"Action,Adventure,Comedy",6.5,302662
Click,movie,2006,NA,107,"Comedy,Drama,Fantasy",6.4,301091
Constantine,movie,2005,NA,121,"Action,Fantasy,Horror",7,300669
Hugo,movie,2011,NA,126,"Drama,Family,Fantasy",7.5,300484
Jumanji,movie,1995,NA,104,"Adventure,Comedy,Family",7,300441
The Flash,tvSeries,2014,NA,43,"Action,Adventure,Drama",7.7,300354
National Treasure,movie,2004,NA,131,"Action,Adventure,Mystery",6.9,300069
How to Train Your Dragon 2,movie,2014,NA,102,"Action,Adventure,Animation",7.8,299566
Family Guy,tvSeries,1999,NA,22,"Animation,Comedy",8.1,299277
The Island,movie,2005,NA,136,"Action,Sci-Fi,Thriller",6.8,297850
The Mummy Returns,movie,2001,NA,130,"Action,Adventure,Fantasy",6.3,297256
Lucky Number Slevin,movie,2006,NA,110,"Crime,Drama,Mystery",7.7,297219
Total Recall,movie,1990,NA,113,"Action,Sci-Fi,Thriller",7.5,296812
Eyes Wide Shut,movie,1999,NA,159,"Drama,Mystery,Thriller",7.4,295938
Transformers: Age of Extinction,movie,2014,NA,165,"Action,Adventure,Sci-Fi",5.6,295333
Real Steel,movie,2011,NA,127,"Action,Drama,Sci-Fi",7.1,294103
Fifty Shades of Grey,movie,2015,NA,125,"Drama,Romance,Thriller",4.1,293958
Home Alone 2: Lost in New York,movie,1992,NA,120,"Adventure,Comedy,Crime",6.8,292554
Hitch,movie,2005,NA,118,"Comedy,Romance",6.6,292298
Salt,movie,2010,NA,100,"Action,Thriller",6.4,291960
Jurassic Park III,movie,2001,NA,92,"Action,Adventure,Sci-Fi",5.9,291860
10 Things I Hate About You,movie,1999,NA,97,"Comedy,Drama,Romance",7.3,291175
About Time,movie,2013,NA,123,"Comedy,Drama,Fantasy",7.8,291166
Lord of War,movie,2005,NA,122,"Action,Crime,Drama",7.6,290584
Interview with the Vampire: The Vampire Chronicles,movie,1994,NA,123,"Drama,Horror",7.5,290321
Deja Vu,movie,2006,NA,126,"Action,Crime,Sci-Fi",7,289405
The Secret Life of Walter Mitty,movie,2013,NA,114,"Comedy,Drama,Fantasy",7.3,289329
The Book of Eli,movie,2010,NA,118,"Action,Adventure,Drama",6.9,289176
Top Gun,movie,1986,NA,110,"Action,Drama",6.9,288989
The Expendables 2,movie,2012,NA,103,"Action,Adventure,Thriller",6.6,288944
The Hangover Part III,movie,2013,NA,100,"Comedy,Crime",5.8,288920
The Sopranos,tvSeries,1999,2007,55,"Crime,Drama",9.2,288693
A.I. Artificial Intelligence,movie,2001,NA,146,"Drama,Sci-Fi",7.2,287032
Apocalypto,movie,2006,NA,139,"Action,Adventure,Drama",7.8,287030
There's Something About Mary,movie,1998,NA,119,"Comedy,Romance",7.1,287025
The Wrestler,movie,2008,NA,109,"Drama,Sport",7.9,286800
The Nightmare Before Christmas,movie,1993,NA,76,"Animation,Family,Fantasy",8,286291
Taken 2,movie,2012,NA,92,"Action,Thriller",6.3,286166
Babel,movie,2006,NA,143,Drama,7.4,285960
Magnolia,movie,1999,NA,188,Drama,8,285436
Gone with the Wind,movie,1939,NA,238,"Drama,History,Romance",8.1,285041
3:10 to Yuma,movie,2007,NA,122,"Action,Crime,Drama",7.7,284887
10 Cloverfield Lane,movie,2016,NA,103,"Action,Drama,Horror",7.2,284279
Jumper,movie,2008,NA,88,"Action,Adventure,Sci-Fi",6.1,283558
Seven Pounds,movie,2008,NA,123,Drama,7.6,282931
Mission: Impossible - Fallout,movie,2018,NA,147,"Action,Adventure,Thriller",7.7,282818
Pretty Woman,movie,1990,NA,119,"Comedy,Romance",7,282782
Bridge of Spies,movie,2015,NA,142,"Drama,History,Thriller",7.6,282181
From Dusk Till Dawn,movie,1996,NA,108,"Action,Crime,Horror",7.2,282037
The Transporter,movie,2002,NA,92,"Action,Crime,Thriller",6.8,281672
Neighbors,movie,2014,NA,97,Comedy,6.3,281635
The Bourne Legacy,movie,2012,NA,135,"Action,Adventure,Thriller",6.7,281288
My Neighbor Totoro,movie,1988,NA,86,"Animation,Family,Fantasy",8.2,280598
"O Brother, Where Art Thou?",movie,2000,NA,107,"Adventure,Comedy,Crime",7.7,280386
Serenity,movie,2005,NA,119,"Action,Adventure,Sci-Fi",7.8,280381
Solo: A Star Wars Story,movie,2018,NA,135,"Action,Adventure,Sci-Fi",6.9,280097
Scream,movie,1996,NA,111,"Horror,Mystery",7.2,279983
The Hunger Games: Mockingjay - Part 2,movie,2015,NA,137,"Action,Adventure,Sci-Fi",6.5,278765
Public Enemies,movie,2009,NA,140,"Biography,Crime,Drama",7,278518
300: Rise of an Empire,movie,2014,NA,102,"Action,Drama",6.2,277257
Liar Liar,movie,1997,NA,86,"Comedy,Fantasy",6.9,276756
Gattaca,movie,1997,NA,106,"Drama,Sci-Fi,Thriller",7.8,276513
The Wire,tvSeries,2002,2008,59,"Crime,Drama,Thriller",9.3,275732
The Vampire Diaries,tvSeries,2009,2017,43,"Drama,Fantasy,Horror",7.7,275706
Contagion,movie,2011,NA,106,"Drama,Thriller",6.7,275467
Shrek the Third,movie,2007,NA,93,"Adventure,Animation,Comedy",6.1,275223
Orange Is the New Black,tvSeries,2013,2019,59,"Comedy,Crime,Drama",8.1,274710
The Untouchables,movie,1987,NA,119,"Crime,Drama,Thriller",7.9,273933
Donnie Brasco,movie,1997,NA,127,"Biography,Crime,Drama",7.7,273253
Ace Ventura: Pet Detective,movie,1994,NA,86,Comedy,6.9,273124
Annihilation,movie,2018,NA,115,"Adventure,Drama,Horror",6.8,273031
Alien 3,movie,1992,NA,114,"Action,Horror,Sci-Fi",6.5,272834
Insidious,movie,2010,NA,103,"Horror,Mystery,Thriller",6.8,272821
Money Heist,tvSeries,2017,NA,70,"Action,Crime,Mystery",8.4,272649
Pitch Perfect,movie,2012,NA,112,"Comedy,Music,Romance",7.2,272628
The Witcher,tvSeries,2019,NA,60,"Action,Adventure,Fantasy",8.2,272093
Con Air,movie,1997,NA,115,"Action,Crime,Thriller",6.9,272067
Arrested Development,tvSeries,2003,NA,22,Comedy,8.7,271688
The Nice Guys,movie,2016,NA,116,"Action,Comedy,Crime",7.4,271602
The Hunt,movie,2012,NA,115,Drama,8.3,271336
As Good as It Gets,movie,1997,NA,139,"Comedy,Drama,Romance",7.7,270750
Insomnia,movie,2002,NA,118,"Drama,Mystery,Thriller",7.2,270712
Snow White and the Huntsman,movie,2012,NA,127,"Action,Adventure,Drama",6.1,270114
Batman Returns,movie,1992,NA,126,"Action,Crime,Fantasy",7,269924
The Dictator,movie,2012,NA,83,Comedy,6.4,269074
Bird Box,movie,2018,NA,124,"Horror,Sci-Fi",6.6,268908
Superman Returns,movie,2006,NA,154,"Action,Sci-Fi",6,268647
Angels & Demons,movie,2009,NA,138,"Action,Mystery,Thriller",6.7,268634
Prince of Persia: The Sands of Time,movie,2010,NA,116,"Action,Adventure,Fantasy",6.6,268570
Clash of the Titans,movie,2010,NA,106,"Action,Adventure,Fantasy",5.8,267677
Law Abiding Citizen,movie,2009,NA,109,"Action,Crime,Drama",7.4,267553
Zero Dark Thirty,movie,2012,NA,157,"Drama,History,Thriller",7.4,267327
Notting Hill,movie,1999,NA,124,"Comedy,Drama,Romance",7.1,266331
Beauty and the Beast,movie,2017,NA,129,"Family,Fantasy,Musical",7.1,265980
Starship Troopers,movie,1997,NA,129,"Action,Adventure,Sci-Fi",7.2,265423
Kingsman: The Golden Circle,movie,2017,NA,141,"Action,Adventure,Comedy",6.7,265039
Before Sunrise,movie,1995,NA,101,"Drama,Romance",8.1,264488
The Man from U.N.C.L.E.,movie,2015,NA,116,"Action,Adventure,Comedy",7.3,264139
Step Brothers,movie,2008,NA,98,Comedy,6.9,263884
Bridesmaids,movie,2011,NA,125,"Comedy,Romance",6.8,263736
School of Rock,movie,2003,NA,109,"Comedy,Music",7.1,263551
Moulin Rouge!,movie,2001,NA,127,"Drama,Musical,Romance",7.6,263431
Kingdom of Heaven,movie,2005,NA,144,"Action,Adventure,Drama",7.2,263291
Apollo 13,movie,1995,NA,140,"Adventure,Drama,History",7.6,263014
The Fugitive,movie,1993,NA,130,"Action,Crime,Drama",7.8,262983
Kong: Skull Island,movie,2017,NA,118,"Action,Adventure,Fantasy",6.6,262960
A Bug's Life,movie,1998,NA,95,"Adventure,Animation,Comedy",7.2,262267
Lone Survivor,movie,2013,NA,121,"Action,Biography,Drama",7.5,262266
The Twilight Saga: New Moon,movie,2009,NA,130,"Adventure,Drama,Fantasy",4.7,261873
The Royal Tenenbaums,movie,2001,NA,110,"Comedy,Drama",7.6,261827
Ford v Ferrari,movie,2019,NA,152,"Action,Biography,Drama",8.1,261063
John Wick: Chapter 3 - Parabellum,movie,2019,NA,130,"Action,Crime,Thriller",7.5,260820
Forgetting Sarah Marshall,movie,2008,NA,111,"Comedy,Drama,Romance",7.1,259932
Jurassic World: Fallen Kingdom,movie,2018,NA,128,"Action,Adventure,Sci-Fi",6.2,258232
Gone in 60 Seconds,movie,2000,NA,118,"Action,Crime,Thriller",6.5,257371
Pirates of the Caribbean: Dead Men Tell No Tales,movie,2017,NA,129,"Action,Adventure,Fantasy",6.6,255957
Fear and Loathing in Las Vegas,movie,1998,NA,118,"Adventure,Comedy,Drama",7.6,255858
The Jungle Book,movie,2016,NA,106,"Adventure,Drama,Family",7.4,255643
Terminator Genisys,movie,2015,NA,126,"Action,Adventure,Fantasy",6.3,255612
28 Weeks Later,movie,2007,NA,100,"Action,Horror,Sci-Fi",7,255389
Scent of a Woman,movie,1992,NA,156,Drama,8,255362
The World's End,movie,2013,NA,109,"Comedy,Sci-Fi",7,255070
The Accountant,movie,2016,NA,128,"Action,Crime,Drama",7.3,254786
Dark,tvSeries,2017,2020,60,"Crime,Drama,Mystery",8.8,254349
Panic Room,movie,2002,NA,112,"Crime,Drama,Thriller",6.8,253931
Olympus Has Fallen,movie,2013,NA,119,"Action,Thriller",6.5,253413
Beetlejuice,movie,1988,NA,92,"Comedy,Fantasy",7.5,253114
Hellboy II: The Golden Army,movie,2008,NA,120,"Action,Adventure,Fantasy",7,253068
1408,movie,2007,NA,104,"Fantasy,Horror,Mystery",6.8,252544
John Carter,movie,2012,NA,132,"Action,Adventure,Sci-Fi",6.6,252311
Ice Age: The Meltdown,movie,2006,NA,91,"Adventure,Animation,Comedy",6.8,251809
Kick-Ass 2,movie,2013,NA,103,"Action,Comedy,Crime",6.5,251468
The Patriot,movie,2000,NA,165,"Action,Drama,History",7.2,251352
Sons of Anarchy,tvSeries,2008,2014,45,"Crime,Drama,Thriller",8.6,251297
Stardust,movie,2007,NA,127,"Adventure,Family,Fantasy",7.6,251006
Hannibal,movie,2001,NA,131,"Crime,Drama,Thriller",6.8,250869
Robin Hood,movie,2010,NA,140,"Action,Adventure,Drama",6.6,250308
"Crouching Tiger, Hidden Dragon",movie,2000,NA,120,"Action,Adventure,Fantasy",7.8,250155
Pride & Prejudice,movie,2005,NA,129,"Drama,Romance",7.8,250114
Underworld,movie,2003,NA,121,"Action,Fantasy,Thriller",7,249883
Contact,movie,1997,NA,150,"Drama,Mystery,Sci-Fi",7.4,249797
Mulan,movie,1998,NA,88,"Adventure,Animation,Family",7.6,249726
Meet the Fockers,movie,2004,NA,115,"Comedy,Romance",6.3,249704
Hulk,movie,2003,NA,138,"Action,Sci-Fi",5.6,249229
Alien: Covenant,movie,2017,NA,122,"Horror,Sci-Fi,Thriller",6.4,249131
Annie Hall,movie,1977,NA,93,"Comedy,Romance",8,248874
13 Reasons Why,tvSeries,2017,2020,60,"Drama,Mystery",7.7,248818
Almost Famous,movie,2000,NA,122,"Adventure,Comedy,Drama",7.9,248508
Fantastic 4: Rise of the Silver Surfer,movie,2007,NA,92,"Action,Adventure,Fantasy",5.6,248279
Phone Booth,movie,2002,NA,81,"Crime,Thriller",7,248264
Red Dragon,movie,2002,NA,124,"Crime,Drama,Thriller",7.2,248173
Kung Fu Panda 2,movie,2011,NA,90,"Action,Adventure,Animation",7.2,248167
Seinfeld,tvSeries,1989,1998,22,Comedy,8.8,247809
2 Fast 2 Furious,movie,2003,NA,107,"Action,Crime,Thriller",5.9,247478
Dredd,movie,2012,NA,95,"Action,Crime,Sci-Fi",7.1,247085
Non-Stop,movie,2014,NA,106,"Action,Mystery,Thriller",6.9,247013
Predestination,movie,2014,NA,97,"Action,Drama,Sci-Fi",7.5,246948
Gone Baby Gone,movie,2007,NA,114,"Crime,Drama,Mystery",7.6,246388
8 Mile,movie,2002,NA,110,"Drama,Music",7.1,245626
Vanilla Sky,movie,2001,NA,136,"Fantasy,Mystery,Romance",6.9,245583
Atonement,movie,2007,NA,123,"Drama,Mystery,Romance",7.8,245290
Unknown,movie,2011,NA,113,"Action,Mystery,Thriller",6.8,245235
Resident Evil,movie,2002,NA,100,"Action,Horror,Sci-Fi",6.7,243877
The A-Team,movie,2010,NA,117,"Action,Adventure,Thriller",6.7,243583
Dark Shadows,movie,2012,NA,113,"Comedy,Fantasy,Horror",6.2,243481
Zoolander,movie,2001,NA,90,Comedy,6.5,243172
Shazam!,movie,2019,NA,132,"Action,Adventure,Comedy",7.1,242993
Road to Perdition,movie,2002,NA,117,"Crime,Drama,Thriller",7.7,242986
Now You See Me 2,movie,2016,NA,129,"Action,Adventure,Comedy",6.5,242084
The Place Beyond the Pines,movie,2012,NA,140,"Crime,Drama,Thriller",7.3,242062
Incredibles 2,movie,2018,NA,118,"Action,Adventure,Animation",7.6,241075
Van Helsing,movie,2004,NA,131,"Action,Adventure,Fantasy",6.1,241066
Lincoln,movie,2012,NA,150,"Biography,Drama,History",7.3,241029
Blade,movie,1998,NA,120,"Action,Horror,Sci-Fi",7.1,240871
The Adjustment Bureau,movie,2011,NA,106,"Romance,Sci-Fi,Thriller",7,240837
Noah,movie,2014,NA,138,"Action,Adventure,Drama",5.7,240478
Mrs. Doubtfire,movie,1993,NA,125,"Comedy,Drama,Family",7,240398
Grey's Anatomy,tvSeries,2005,NA,41,"Drama,Romance",7.6,239902
Firefly,tvSeries,2002,2003,44,"Adventure,Drama,Sci-Fi",9,239821
Manchester by the Sea,movie,2016,NA,137,Drama,7.8,239636
Vicky Cristina Barcelona,movie,2008,NA,96,"Comedy,Drama,Romance",7.1,239485
